,Text#,Type,Issued,Title,Language,Authors,Bookshelves,BookId
12595,33590,Text,2010-08-30,"L'Illustration, No. 0003, 18 Mars 1843",fr,Various,L'Illustration,12595
12596,33595,Text,2010-08-31,La femme du diable,fr,"Lafon-Labatut, Joseph, 1809-1877; Claretie, Jules, 1840-1913 [Author of introduction, etc.]; Lafon, Gabriel [Contributor]",FR PoÃ©sie,12596
12597,33600,Text,2010-09-01,"Punch, or the London Charivari. Volume 93, September 10, 1887",en,Various,Punch,12597
12598,33603,Text,2010-09-01,"Eros und die Evangelien, aus den Notizen eines Vagabunden",de,"Bonsels, Waldemar, 1881?-1952",DE Prosa,12598
12599,33619,Text,2010-09-03,Maori and Settler: A Story of The New Zealand War,en,"Henty, G. A. (George Alfred), 1832-1902; Pearse, Alfred, 1855-1933 [Illustrator]",New Zealand,12599
12600,33622,Text,2010-09-03,The Day of Wrath: A Story of 1914,en,"Tracy, Louis, 1863-1928",World War I,12600
12601,33623,Text,2010-09-03,The Inventions of the Idiot,en,"Bangs, John Kendrick, 1862-1922",Humor,12601
12602,33625,Text,2010-09-03,My First Campaign,en,"Grant, Joseph W.",US Civil War,12602
12603,33629,Text,2010-09-04,The Autobiography of a Monkey,en,"Paine, Albert Bigelow, 1861-1937; Mayer, Henry, 1868-1954 [Illustrator]",Animal; Animals-Wild-Mammals,12603
12604,33633,Text,2010-09-04,"L'Illustration, No. 3245, 6 Mai 1905",fr,Various,L'Illustration,12604
12605,33635,Text,2010-09-04,The Great Discovery,en,"Maclean, Norman, 1869-1952",World War I,12605
12606,33639,Text,2010-09-05,The Subspecific Status of Two Central American Sloths,en,"Hall, E. Raymond (Eugene Raymond), 1902-1986; Kelson, Keith R.",Animal; Animals-Wild-Mammals,12606
12607,33642,Text,2010-09-05,Earth Alert!,en,"Neville, Kris, 1925-1980",Science Fiction,12607
12608,33644,Text,2010-09-05,The Secret of the Ninth Planet,en,"Wollheim, Donald A., 1914-1990",Science Fiction,12608
12609,33646,Text,2010-09-05,"The Arena, Volume 18, No. 93, August, 1897",en,"Various; Ridpath, John Clark, 1840-1900 [Editor]",The Arena,12609
12610,33648,Text,2010-09-05,"The Mammals of Warren Woods, Berrien County, Michigan
Occasional Paper of the Museum of Zoology, Number 86",en,"Dice, Lee R. (Lee Raymond), 1887-1977",Animal; Animals-Wild-Mammals,12610
12611,33650,Text,2010-09-05,"New West Indian Spiders
Bulletin of the AMNH, Vol. XXXIII, Art. XLI, pp. 639-642",en,"Banks, Nathan, 1868-1953; Leng, Charles W. (Charles William), 1859-1941 [Contributor]; Lutz, Frank Eugene, 1879-1943 [Contributor]",Animal; Animals-Wild,12611
12612,33653,Text,2010-09-06,A New Pocket Gopher (Genus Thomomys) From Wyoming and Colorado,en,"Hall, E. Raymond (Eugene Raymond), 1902-1986",Animal; Animals-Wild-Mammals,12612
12613,33655,Text,2010-09-06,"L'Illustration, No. 3231, 28 Janvier 1905",fr,Various,L'Illustration,12613
12614,33659,Text,2010-09-07,Mammals of Northwestern South Dakota,en,"Andersen, Kenneth W.; Jones, J. Knox, 1929-1992",Animal; Animals-Wild-Mammals,12614
12615,33662,Text,2010-09-07,"A Republic Without a President, and Other Stories",en,"Ward, Herbert D. (Herbert Dickinson), 1861-1932",Precursors of Science Fiction,12615
12616,33666,Text,2010-09-07,A Captured Santa Claus,en,"Page, Thomas Nelson, 1853-1922; Jacobs, W. L. [Illustrator]",Christmas,12616
12617,33669,Text,2010-09-07,"Punch, or the London Charivari, Volume 93. August 6, 1887.",en,Various,Punch,12617
12618,33675,Text,2010-09-08,"L'Illustration, No. 3232, 4 FÃ©vrier 1905",fr,Various,L'Illustration,12618
12619,33681,Text,2010-09-09,"Poems of the Great War
Published on the Behalf of the Prince of Wales's National Relief Fund",en,Various,World War I,12619
12620,33685,Text,2010-09-09,"Punch, or the London Charivari, Vol. 98, April 26 1890",en,Various,Punch,12620
12621,33687,Text,2010-09-09,Illustrative Anecdotes of the Animal Kingdom,en,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",Animal; Animals-Wild,12621
12622,33692,Text,2010-09-10,Vie de Jeanne d'Arc. Vol. 1 de 2,fr,"France, Anatole, 1844-1924",FR Histoire,12622
12623,33693,Text,2010-09-10,Vie de Jeanne d'Arc. Vol. 2 de 2,fr,"France, Anatole, 1844-1924",FR Histoire,12623
12624,33699,Text,2010-09-10,"L'Illustration, No. 3233, 11 FÃ©vrier 1905",fr,Various,L'Illustration,12624
12625,33706,Text,2010-09-12,The Future of Road-making in America,en,"Hulbert, Archer Butler, 1873-1933",Technology,12625
12626,33710,Text,2010-09-12,"Comments on the Taxonomy and Geographic Distribution of Some North American Marsupials, Insectivores and Carnivores",en,"Hall, E. Raymond (Eugene Raymond), 1902-1986; Kelson, Keith R.",Animal; Animals-Wild-Mammals,12626
12627,33711,Text,2010-09-12,"L'Illustration, No. 3234, 18 FÃ©vrier 1905",fr,Various,L'Illustration,12627
12628,33717,Text,2010-09-13,"Punch, or the London Charivari, Vol. 93. September 17, 1887",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",Punch,12628
12629,33718,Text,2010-09-13,"Reminiscences of service with the Twelfth Rhode Island Volunteers, and a memorial of Col. George H. Browne",en,"Tillinghast, Pardon Elisha, 1836-1905",US Civil War,12629
12630,33721,Text,2010-09-14,The Barren Ground Caribou of Keewatin,en,"Harper, Francis, 1886-1972",Animal; Animals-Wild-Mammals,12630
12631,33734,Text,2010-09-15,Barnave,fr,"Janin, Jules Gabriel, 1804-1874",FR LittÃ©rature,12631
12632,33738,Text,2010-09-16,Documents InÃ©dits sur Alfred de Musset,fr,"Clouard, Maurice, 1857-","FR Biographie, MÃ©moires, Journal intime, Correspondance",12632
12633,33744,Text,2010-09-17,"Åuvres complÃ¨tes de lord Byron, Tome 12
comprenant ses mÃ©moires publiÃ©s par Thomas Moore",fr,"Moore, Thomas, 1779-1852 [Annotator]; Byron, George Gordon Byron, Baron, 1788-1824; Paris, Paulin, 1800-1881 [Translator]",FR LittÃ©rature,12633
12634,33745,Text,2010-09-18,"MÃ©moires authentiques de Latude,
Ã©crites par lui au donjon de Vincennes et Ã  Charenton",fr,"Latude, Henri Masers de, 1725-1805","FR Biographie, MÃ©moires, Journal intime, Correspondance",12634
12635,33746,Text,2010-09-17,Le Bossu: Aventures de Cape et d'ÃpÃ©e. Volume 2,fr,"FÃ©val, Paul, 1817-1887",FR LittÃ©rature,12635
12636,33748,Text,2010-09-17,"The Kitchen Encyclopedia
Twelfth Edition (Swift & Company)",en,Anonymous,Cookbooks and Cooking,12636
12637,33749,Text,2010-09-17,"O Annel Mysterioso, Scenas da Guerra Peninsular",pt,"Pimentel, Alberto, 1849-1925",PT Romance,12637
12638,33756,Text,2010-09-18,"Village Life in America 1852-1872, Including the Period of the American Civil War
As Told in the Diary of a School-Girl",en,"Richards, Caroline Cowles, 1842-1913; Sangster, Margaret Elizabeth Munson, 1838-1912 [Author of introduction, etc.]",US Civil War,12638
12639,33766,Text,2010-09-20,History of Phosphorus,en,"Farber, Eduard, 1892-1969",Chemistry,12639
12640,33767,Text,2010-09-20,Campward Ho! A Manual for Girl Scout Camps,en,Girl Scouts of the United States of America,Camping,12640
12641,33768,Text,2010-09-20,"The Middle English Poem, Erthe Upon Erthe",en,"Murray, Hilda M. R. [Editor]",Early English Text Society,12641
12642,33769,Text,2010-09-20,The Harwich Naval Forces: Their Part in the Great War,en,"Knight, E. F. (Edward Frederick), 1852-1925",World War I,12642
12643,33771,Text,2010-09-20,"McClure's Magazine, Vol. 1, No. 2, July, 1893",en,Various,McClure's Magazine,12643
12644,33781,Text,2010-09-20,"I misteri del castello d'Udolfo, vol. 1",it,"Radcliffe, Ann Ward, 1764-1823",Gothic Fiction; IT Romanzi,12644
12645,33782,Text,2010-09-20,"I misteri del castello d'Udolfo, vol. 2",it,"Radcliffe, Ann Ward, 1764-1823",Gothic Fiction; IT Romanzi,12645
12646,33783,Text,2010-09-20,"I misteri del castello d'Udolfo, vol. 3",it,"Radcliffe, Ann Ward, 1764-1823",Gothic Fiction; IT Romanzi,12646
12647,33784,Text,2010-09-20,"I misteri del castello d'Udolfo, vol. 4",it,"Radcliffe, Ann Ward, 1764-1823",Gothic Fiction; IT Romanzi,12647
12648,33788,Text,2010-09-21,Estrellas PropÃ­cias,pt,"Castelo Branco, Camilo, 1825-1890",PT Romance,12648
12649,33790,Text,2010-09-21,Delayed Action,en,"De Vet, Charles V., 1911-1997; Francis, Dick [Illustrator]",Science Fiction,12649
12650,33796,Text,2010-09-22,"Manuscrit de mil huit cent quatorze, trouvÃ© dans les voitures impÃ©riales prises Ã  Waterloo, contenant l'histoire des six derniers mois du rÃ¨gne de NapolÃ©on",fr,"Fain, Agathon-Jean-FranÃ§ois, baron, 1778-1837",FR Histoire,12650
12651,33797,Text,2010-09-22,"Sinister Street, vol. 1",en,"MacKenzie, Compton, 1883-1972",Banned Books from Anne Haight's list,12651
12652,33798,Text,2010-09-22,"Sinister Street, vol. 2",en,"MacKenzie, Compton, 1883-1972",Banned Books from Anne Haight's list,12652
12653,33799,Text,2010-11-22,The Blood of the Arena,en,"Blasco IbÃ¡Ã±ez, Vicente, 1867-1928; Kinney, Margaret West, 1872-1952 [Illustrator]; Kinney, Troy, 1871-1938 [Illustrator]; Douglas, Frances, 1870-1969 [Translator]",6 Best Loved Spanish Literary Classics,12653
12654,33807,Text,2010-09-24,"MÃ©moires du marÃ©chal Marmont, duc de Raguse (4/9)",fr,"Marmont, Auguste FrÃ©dÃ©ric Louis Viesse de, duc de Raguse, 1774-1852","FR Biographie, MÃ©moires, Journal intime, Correspondance",12654
12655,33808,Text,2010-09-24,Dominique,fr,"Fromentin, EugÃ¨ne, 1820-1876",FR LittÃ©rature,12655
12656,33821,Text,2010-09-30,Erste Gedichte,de,"Rilke, Rainer Maria, 1875-1926",DE Lyrik,12656
12657,33824,Text,2010-10-01,Mr. Punch's After-Dinner Stories,en,"Hammerton, J. A. (John Alexander), 1871-1949 [Editor]; Leech, John, 1817-1864 [Illustrator]",Humor,12657
12658,33827,Text,2010-10-01,Das Judengrab; Aus Bimbos Seelenwanderungen: Zwei ErzÃ¤hlungen,de,"Huch, Ricarda, 1864-1947",DE Prosa,12658
12659,33830,Text,2010-10-02,"Fur Farming
A book of Information about Fur Bearing Animals, Enclosures, Habits, Care, etc.",en,"Harding, A. R. (Arthur Robert), 1871-1930",Animal; Animals-Wild-Trapping,12659
12660,33832,Text,2010-10-02,"MÃ©moires du marÃ©chal Marmont, duc de Raguse (5/9)",fr,"Marmont, Auguste FrÃ©dÃ©ric Louis Viesse de, duc de Raguse, 1774-1852","FR Biographie, MÃ©moires, Journal intime, Correspondance",12660
12661,33834,Text,2010-10-03,"Air Service Boys Over the Rhine; Or, Fighting Above the Clouds",en,"Beach, Charles Amory; Herbert, Robert Gaston, 1873-1954 [Illustrator]",World War I,12661
12662,33838,Text,2010-10-03,"DescripÃ§Ã£o de algumas especies novas ou pouco conhecidas de crustaceos
e arachnidios de Portugal e possessÃµes portuguezas do ultramar",fr; pt,"Capello, Felix Antonio de Brito, 1828-1879",FR Sciences et Techniques,12662
12663,33839,Text,2010-10-04,Problem on Balak,en,"Aycock, Roger D., 1914-2004; Francis, Dick [Illustrator]",Science Fiction,12663
12664,33840,Text,2010-10-05,"L'Illustration, No. 3235, 25 FÃ©vrier 1905",fr,Various,L'Illustration,12664
12665,33841,Text,2010-10-06,History of Ambulance Company Number 139,en,Various,World War I,12665
12666,33842,Text,2010-10-06,By Earthlight,en,"Walton, Bryce, 1918-1988",Science Fiction,12666
12667,33850,Text,2010-10-10,The Slizzers,en,"Bixby, Jerome, 1923-1998",Science Fiction,12667
12668,33851,Text,2010-10-10,"L'Illustration, No. 0004, 25 Mars 1843",fr,Various,L'Illustration,12668
12669,33852,Text,2010-10-11,British Butterflies: Figures and Descriptions of Every Native Species,en,"Coleman, W. S. (William Stephen), 1829-1904; Evans, Edmund, 1826-1905 [Illustrator]",Animal; Animals-Wild-Insects,12669
12670,33854,Text,2010-10-11,Ask a Foolish Question,en,"Sheckley, Robert, 1928-2005",Science Fiction,12670
12671,33856,Text,2010-10-12,"Lettres persanes, tome II",fr,"LefÃ¨vre, AndrÃ©, 1834-1904 [Annotator]; Montesquieu, Charles de Secondat, baron de, 1689-1755",Banned Books from Anne Haight's list,12671
12672,33861,Text,2010-10-15,"MÃ©moires du marÃ©chal Marmont, duc de Raguse (6/9)",fr,"Marmont, Auguste FrÃ©dÃ©ric Louis Viesse de, duc de Raguse, 1774-1852","FR Biographie, MÃ©moires, Journal intime, Correspondance",12672
12673,33863,Text,2010-10-15,Neue Gedichte,de,"Rilke, Rainer Maria, 1875-1926",DE Lyrik,12673
12674,33864,Text,2010-10-15,Der Neuen Gedichte: Anderer Teil,de,"Rilke, Rainer Maria, 1875-1926",DE Lyrik,12674
12675,33865,Text,2010-10-15,"Resa a discrezione
Teatro in prosa vol. II",it,"Giacosa, Giuseppe, 1847-1906",IT Teatro in prosa,12675
12676,33866,Text,2010-10-15,"La zampa del gatto
Teatro in prosa vol. II",it,"Giacosa, Giuseppe, 1847-1906",IT Teatro in prosa,12676
12677,33869,Text,2010-10-17,"MÃ©moires du marÃ©chal Marmont, duc de Raguse (7/9)",fr,"Marmont, Auguste FrÃ©dÃ©ric Louis Viesse de, duc de Raguse, 1774-1852","FR Biographie, MÃ©moires, Journal intime, Correspondance",12677
12678,33871,Text,2010-10-18,Old Friends Are the Best,en,"Sharkey, Jack, 1931-1992",Science Fiction,12678
12679,33874,Text,2010-10-18,"Wild Bees, Wasps and Ants and Other Stinging Insects",en,"Saunders, Edward, 1848-1910; Saunders, Constance A. [Illustrator]",Animal; Animals-Wild-Insects,12679
12680,33875,Text,2010-10-18,"MÃ©moires du marÃ©chal Marmont, duc de Raguse (8/9)",fr,"Marmont, Auguste FrÃ©dÃ©ric Louis Viesse de, duc de Raguse, 1774-1852","FR Biographie, MÃ©moires, Journal intime, Correspondance",12680
12681,33881,Text,2010-10-24,"L'Illustration, No. 3237, 11 Mars 1905",fr,Various,L'Illustration,12681
12682,33882,Text,2010-10-25,"L'Illustration, No. 3238, 18 Mars 1905",fr,Various,L'Illustration,12682
12683,33889,Text,2010-10-29,The Salvaging of Civilization,en,"Wells, H. G. (Herbert George), 1866-1946",World War I,12683
12684,33893,Text,2010-10-30,"MÃ©moires de madame de RÃ©musat (1/3)
publiÃ©es par son petit-fils, Paul de RÃ©musat",fr,"RÃ©musat, Madame de (Claire Elisabeth Jeanne Gravier de Vergennes), 1780-1824; RÃ©musat, Paul de, 1831-1897 [Editor]","FR Biographie, MÃ©moires, Journal intime, Correspondance",12684
12685,33894,Text,2010-10-31,"MÃ©moires de madame de RÃ©musat (2/3)
publiÃ©es par son petit-fils, Paul de RÃ©musat",fr,"RÃ©musat, Madame de (Claire Elisabeth Jeanne Gravier de Vergennes), 1780-1824; RÃ©musat, Paul de, 1831-1897 [Editor]","FR Biographie, MÃ©moires, Journal intime, Correspondance",12685
12686,33895,Text,2010-10-30,"MÃ©moires de madame de RÃ©musat (3/3)
publiÃ©es par son petit-fils, Paul de RÃ©musat",fr,"RÃ©musat, Madame de (Claire Elisabeth Jeanne Gravier de Vergennes), 1780-1824; RÃ©musat, Paul de, 1831-1897 [Editor]","FR Biographie, MÃ©moires, Journal intime, Correspondance",12686
12687,33896,Text,2010-10-30,Dante. An essay. To which is added a translation of De Monarchia.,en,"Church, R. W. (Richard William), 1815-1890; Dante Alighieri, 1265-1321; Church, F. J. (Frederick John), 1854-1888 [Translator]",Banned Books from Anne Haight's list,12687
12688,33902,Text,2010-10-29,"1914, and Other Poems",en,"Brooke, Rupert, 1887-1915",World War I,12688
12689,33912,Text,2010-10-20,The Engineering Contributions of Wendel Bollman,en,"Vogel, Robert M.",Technology,12689
12690,33914,Text,2010-10-19,Myology and Serology of the Avian Family Fringillidae: A Taxonomic Study,en,"Stallcup, William B.",Animal; Animals-Wild-Birds,12690
12691,33915,Text,2010-10-19,Mammals taken Along the Alaska Highway,en,"Baker, Rollin H. (Rollin Harold), 1916-2007",Animal; Animals-Wild-Trapping; Animals-Wild-Mammals,12691
12692,33918,Text,2010-10-18,Mr. Punch with the Children,en,"Hammerton, J. A. (John Alexander), 1871-1949 [Editor]",Humor,12692
12693,33929,Text,2010-10-13,"Dixmude: The epic of the French marines (October 17-November 10, 1914)",en,"Le Goffic, Charles, 1863-1932; Simmonds, Florence [Translator]",World War I,12693
12694,33931,Text,2010-10-13,Popular Tales,en; fr,"Perrault, Charles, 1628-1703; Lang, Andrew, 1844-1912 [Editor]",FR Contes,12694
12695,33932,Text,2010-10-12,"Company B, 307th Infantry
Its history, honor roll, company roster, Sept., 1917, May, 1919",en,"Klausner, Julius, 1894-",World War I,12695
12696,33934,Text,2010-10-11,She Knew He Was Coming,en,"Neville, Kris, 1925-1980; Emshwiller, Ed, 1925-1990 [Illustrator]",Science Fiction,12696
12697,33935,Text,2010-10-11,Food Habits of the Thrushes of the United States,en,"Beal, F. E. L. (Foster Ellenborough Lascelles), 1840-1917",Animal; Animals-Wild-Birds,12697
12698,33938,Text,2010-10-10,"Blackwood's Edinburgh Magazine, Volume 58, No. 362, December 1845",en,Various,Blackwood's Edinburgh Magazine,12698
12699,33941,Text,2010-10-06,"The Methods of Glass Blowing and of Working Silica in the Oxy-Gas Flame
For the use of chemical and physical students",en,"Shenstone, W. A. (William Ashwell), 1850-1908",Technology; Manufacturing,12699
12700,33951,Text,2010-10-02,The Ladies' Knitting and Netting Book,en,"Watts, Miss",Crafts; Technology,12700
12701,33954,Text,2010-10-01,"Il libro della cucina del sec. XIV, testo di lingua non mai fin qui stampato",it,"Zambrini, Francesco, 1810-1887 [Editor]",IT Cucina; Cookbooks and Cooking,12701
12702,33962,Text,2010-09-29,"The history of Company C, Seventh Regiment, O.V.I",en,"Wilder, Theodore",US Civil War,12702
12703,33963,Text,2010-09-29,The Valiants of Virginia,en,"Rives, Hallie Erminie, 1876-1956; Castaigne, J. AndrÃ©, 1861-1929 [Illustrator]","Bestsellers, American, 1895-1923",12703
12704,33965,Text,2010-09-28,"The International Monthly, Volume 3, No. 4, July, 1851",en,Various,"The International Magazine of Literature, Art, and Science",12704
12705,33966,Text,2010-09-28,"Occurrence of the Garter Snake, Thamnophis sirtalis, in the Great Plains and Rocky Mountains",en,"Fitch, Henry S. (Henry Sheldon), 1909-2009; Maslin, T. Paul",Animal; Animals-Wild-Reptiles and Amphibians,12705
12706,33967,Text,2010-09-28,Descriptions of New Hylid Frogs From Mexico and Central America,en,"Duellman, William Edward, 1930-",Animal; Animals-Wild-Reptiles and Amphibians,12706
12707,33969,Text,2010-09-23,New Hire,en,"Dryfoos, Dave, 1915-2003; Balbalis, John, 1929-1991 [Illustrator]",Science Fiction,12707
12708,33970,Text,2010-09-23,"The Raid of The Guerilla, and Other Stories",en,"Murfree, Mary Noailles, 1850-1922; Dunton, W. Herbert, 1878-1936 [Illustrator]; Schuyler, Remington, 1884-1955 [Illustrator]",US Civil War,12708
12709,33972,Text,2010-09-24,Florida: An Ideal Cattle State,en,"Florida State Live Stock Association; Blackman, William Fremont, 1855-1932 [Author of introduction, etc.]",Animals-Domestic,12709
12710,33974,Text,2010-09-25,Candy-Making Revolutionized: Confectionery from Vegetables,en,"Hall, Mary Elizabeth",Cookbooks and Cooking,12710
12711,33982,Text,2010-09-22,"Le maccheronee
Zanitonella - Baldus - Moscheide - Epigrammata",it,"Folengo, Teofilo, 1496-1544; Luzio, Alessandro, 1857-1946 [Editor]",IT Poesia,12711
12712,33983,Text,2010-09-23,"Godey's Lady's Book, Vol. 42, May, 1851",en,"Various; Hale, Sarah Josepha Buell, 1788-1879 [Editor]",Godey's Lady's Book,12712
12713,33990,Text,2010-09-24,The Red Cross Girls with Pershing to Victory,en,"Vandercook, Margaret, 1876-1958",World War I,12713
12714,34008,Text,2010-09-28,PoÃ¨mes: Les bords de la route. Les Flamandes. Les Moines,fr,"Verhaeren, Emile, 1855-1916",FR PoÃ©sie; FR LittÃ©rature francophone,12714
12715,34020,Text,2010-10-02,The Window at the White Cat,en,"Rinehart, Mary Roberts, 1876-1958","Bestsellers, American, 1895-1923",12715
12716,34026,Text,2010-10-04,"Blackwood's Edinburgh Magazine, Volume 59, No. 368, June 1846",en,Various,Blackwood's Edinburgh Magazine,12716
12717,34030,Text,2010-10-04,"Turning and Boring
A specialized treatise for machinists, students in the industrial and engineering schools, and apprentices, on turning and boring methods, including modern practice with engine lathes, turret lathes, vertical and horizontal boring machines",en,"Jones, Franklin Day, 1879-1967",Technology,12717
12718,34031,Text,2010-10-04,"Raemaekers' Cartoon History of the War, Volume 1
The First Twelve Months of War",en,"Allison, James Murray, 1877-1929 [Editor]; Raemaekers, Louis, 1869-1956 [Illustrator]",World War I,12718
12719,34032,Text,2010-10-04,Ãber die Picard'schen Gruppen aus dem ZahlkÃ¶rper der dritten und der vierten Einheitswurzel,de,"Bohler, Otto",Mathematics; DE Sachbuch,12719
12720,34040,Text,2010-10-07,Relatorio de uma viagem Ã¡s terras do Changamira,pt,"Paiva de Andrada, Joaquim Carlos, 1846-1928",PT HistÃ³ria; PT NavegaÃ§Ãµes e ExploraÃ§Ãµes,12720
12721,34041,Text,2010-10-07,Relatorio de uma viagem Ã¡s terras dos Landins,pt,"Paiva de Andrada, Joaquim Carlos, 1846-1928",PT HistÃ³ria; PT NavegaÃ§Ãµes e ExploraÃ§Ãµes,12721
12722,34042,Text,2010-10-07,"The Esperantist, Vol. 1, No. 8",eo,"Mudie, H. Bolingbroke (Harold Bolingbroke), 1880-1916 [Editor]",The Esperantist,12722
12723,34043,Text,2010-10-07,"The Esperantist, Vol. 1, No. 9",en; eo,"Mudie, H. Bolingbroke (Harold Bolingbroke), 1880-1916 [Editor]",The Esperantist,12723
12724,34044,Text,2010-10-08,"Bee Hunting: A Book of Valuable Information for Bee Hunters
Tells How to Line Bees to Trees, Etc.",en,"Lockard, John Ready, 1858-",Animal; Animals-Wild-Insects,12724
12725,34061,Text,2010-10-12,The Earliest Electromagnetic Instruments,en,"Chipman, Robert A.",Technology,12725
12726,34063,Text,2010-10-12,"Fifty Years a Hunter and Trapper
Autobiography, experiences and observations of Eldred Nathaniel Woodcock during his fifty years of hunting and trapping.",en,"Woodcock, E. N. (Eldred Nathaniel), 1846-1917; Harding, A. R. (Arthur Robert), 1871-1930 [Editor]",Animal; Animals-Wild-Trapping,12726
12727,34064,Text,2010-10-12,Der Courier des Czaar (Michael Strogoff),de,"Verne, Jules, 1828-1905",DE Prosa,12727
12728,34066,Text,2010-10-13,Garibaldi in Toscana nel 1848,it,"Sforza, Giovanni, 1846-1922",IT Storia,12728
12729,34069,Text,2010-10-14,A Kut Prisoner,en,"Bishop, Harry Coghill Watson",World War I,12729
12730,34076,Text,2010-10-15,"Fox Trapping: A Book of Instruction Telling How to Trap, Snare, Poison and Shoot
A Valuable Book for Trappers",en,"Harding, A. R. (Arthur Robert), 1871-1930",Animal; Animals-Wild-Trapping,12730
12731,34093,Text,2010-10-18,"Mink Trapping: A Book of Instruction Giving Many Methods of Trapping
A Valuable Book for Trappers.",en,"Harding, A. R. (Arthur Robert), 1871-1930",Animal; Animals-Wild-Trapping,12731
12732,34094,Text,2010-10-18,"Journal of Entomology and Zoology, Vol. 11, No. 2, June 1919",en,Various,Animal; Animals-Wild; Journal of Entomology and Zoology,12732
12733,34097,Text,2010-10-18,Household Organization,en,"Caddy, Florence, 1837-",Technology,12733
12734,34098,Text,2010-10-19,"Science of Trapping
Describes the Fur Bearing Animals, Their Nature, Habits and Distribution, with Practical Methods for Their Capture",en,"Kreps, Elmer Harry, 1880-",Animal; Animals-Wild-Trapping,12734
12735,34099,Text,2010-10-19,"In Stahlgewittern, aus dem Tagebuch eines StoÃtruppfÃ¼hrers",de,"JÃ¼nger, Ernst, 1895-1998",DE Prosa,12735
12736,34101,Text,2010-10-19,A Bilateral Division of the Parietal Bone in a Chimpanzee; with a Special Reference to the Oblique Sutures in the Parietal,en,"HrdliÄka, AleÅ¡, 1869-1943",Animal; Animals-Wild-Mammals,12736
12737,34107,Text,2010-10-20,"The Curry Cook's Assistant
Or, Curries, How to Make Them in England in Their Original Style",en,"Santiagoe, Daniel, 1864?-",Cookbooks and Cooking,12737
12738,34110,Text,2010-10-21,"Deadfalls and Snares
A Book of Instruction for Trappers About These and Other Home-Made Traps",en,"Harding, A. R. (Arthur Robert), 1871-1930",Animal; Animals-Wild-Trapping,12738
12739,34114,Text,2010-10-22,"Soap-Making Manual
A Practical Handbook on the Raw Materials, Their Manipulation, Analysis and Control in the Modern Soap Plant.",en,"Thomssen, Edgar George, 1886-",Technology,12739
12740,34119,Text,2010-10-23,"L'Illustration, No. 3236, 4 Mars 1905",fr,Various,L'Illustration,12740
12741,34124,Text,2010-10-24,The Panama Canal: A history and description of the enterprise,en,"Mills, J. Saxon (John Saxon), -1929",Technology,12741
12742,34131,Text,2010-10-25,Butterflies and Moths (British),en,"Furneaux, William S.",Animal; Animals-Wild-Insects,12742
12743,34137,Text,2010-10-26,Zeugnisse fÃ¼r die Stellung des Menschen in der Natur,de,"Huxley, Thomas Henry, 1825-1895; Carus, Julius Victor, 1823-1903 [Translator]",DE Sachbuch,12743
12744,34161,Text,2010-11-05,"The Story of the Great War, Volume 7
American Food and Ships; Palestine; Italy invaded; Great German Offensive; Americans in Picardy; Americans on the Marne; Foch's Counteroffensive.",en,"Churchill, Allen L. (Allen Leon), 1873- [Editor]; Miller, Francis Trevelyan, 1877-1959 [Editor]; Reynolds, Francis J. (Francis Joseph), 1867-1937 [Editor]",World War I,12744
12745,34165,Text,2010-10-29,"Birds Illustrated by Color Photography, Vol. 3, No. 1 [January, 1898]
A Monthly Serial designed to Promote Knowledge of Bird-Life",en,Various,"Animal; Animals-Wild-Birds; Birds, Illustrated by Color Photography",12745
12746,34171,Text,2010-10-30,"Toppleton's Client; Or, A Spirit in Exile",en,"Bangs, John Kendrick, 1862-1922",Humor,12746
12747,34175,Text,2010-10-31,"Domestic Animals
History and description of the horse, mule, cattle, sheep, swine, poultry and farm dogs; with directions for their management, breeding, crossing, rearing, feeding, and preparation for a profitable market; also their diseases and remedies. Together with full directions for the management of the dairy.",en,"Allen, Richard Lamb, 1803-1869",Animals-Domestic,12747
12748,34195,Text,2010-11-02,"Notes and Queries, Number 229, March 18, 1854
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Other]",Notes and Queries,12748
12749,34204,Text,2010-11-03,La petite Fadette,fr,"Sand, George, 1804-1876",FR LittÃ©rature,12749
12750,34211,Text,2010-11-05,"A Treatise on Physiology and Hygiene
For Educational Institutions and General Readers",en,"Hutchison, Joseph C. (Joseph Chrisman), 1822-1887",Physiology,12750
12751,34212,Text,2010-11-05,"L'Illustration, No. 0005, 1er Avril 1843",fr,Various,L'Illustration,12751
12752,34222,Text,2010-11-06,Das Unheimliche,de,"Freud, Sigmund, 1856-1939",DE Sachbuch,12752
12753,34223,Text,2010-11-06,The New Germany,en,"Young, George, 1872-1952",World War I,12753
12754,34226,Text,2010-11-07,"The Iron Division, National Guard of Pennsylvania, in the World War
The authentic and comprehensive narrative of the gallant
deeds and glorious achievements of the 28th division in
the world's greatest war",en,"Proctor, H. G. (Harry George)",World War I,12754
12755,34231,Text,2010-11-07,"L'Illustration, No. 3239, 25 Mars 1905",fr,Various,L'Illustration,12755
12756,34259,Text,2010-11-09,"Hunting Dogs
Describes in a Practical Manner the Training, Handling, Treatment, Breeds, Etc., Best Adapted for Night Hunting as Well as Gun Dogs for Daylight Sport",en,"Hartley, Oliver",Animals-Domestic,12756
